-1.371136665439200097e+00,-2.799356327953829382e+00,-3.200314254164267069e-01,-1.285843612534997460e+00,4.254099915645412011e+00,-1.743539242080727414e+00,-1.730403883426294698e+00,2.763219741279840935e-01,-1.135987027734688182e+00,-3.275362048232192125e-01,-2.636261465176005236e-01,-2.422735325038104293e+00,-9.944681759145086730e-02,-1.210602689648347940e+00,-1.365718384720453038e+00,-2.425413629620906342e+00,-1.971107198381668368e+00,-1.728483774723103661e+00,-7.258678435478980173e-01,5.047639439869533007e+00,8.707329719833023507e-01,-2.460205255365137678e+00,-2.247177833249965229e+00,-7.329790528471951117e-01,-6.921340517796261693e-01,-9.370514974079818815e-01,-2.697751627398291774e+00,-1.377690130021676174e+00,-2.939990393406091695e-01,-1.636934005522790447e-01,-2.580002048394508307e+00,3.163699283569083143e+00,
1.433409176715279676e+00,-1.911521103729686866e+00,-2.169889711909537833e-01,-2.809186744922183010e-01,-8.007121221932408939e-03,-9.672496543397224311e-01,-2.108908466852035257e+00,-1.091400003602017305e-01,-3.455372218323816025e+00,3.793735923468395388e-01,-2.111178686963546824e-01,-3.227157535170252167e+00,-1.778758825127002785e+00,-2.223098040199020353e+00,4.705107077474089294e+00,-1.691208470442640222e+00,1.743362909889840107e-01,-1.345393280369966860e+00,-2.271287313719163314e-01,-1.667073234989666197e+00,-3.013018893153309591e-02,-1.779485549209887774e+00,-1.782421522846428408e+00,-1.424322103110871263e+00,-4.362239971624832791e-01,-1.993140217604905340e+00,-1.873508417759230715e+00,7.981440008289303334e-01,-2.210257732411920362e+00,-2.993906705756136377e-01,-2.759114006822550369e+00,-1.992066524330604160e+00,
-2.161217018156401437e+00,-1.814718164069237583e+00,-1.445184044369309362e+00,-1.383611909838639908e+00,-1.995812793462376611e+00,-3.988438257407145304e-01,3.492431950134134433e-01,-2.923216749516129864e-01,-1.910163548261518907e+00,-8.189886581533802890e-01,-5.601201536175854923e-01,-2.055328225945665555e+00,4.709476311559669393e-01,-9.215906302513140469e-01,-4.554290090472560060e+00,-6.973888181910851136e-01,-2.039128913710763324e+00,-1.716266542755523039e+00,-3.179869551898198976e-01,-6.785335198276523094e-01,9.095963108804400177e-01,-1.275239290422618854e+00,3.055024674727432332e-01,-2.247818188043577692e+00,-2.923158011712524984e-01,-1.238293640393267392e+00,-1.013668596348894280e+00,1.565401303251976239e+00,2.520572223463234174e+00,-1.698967890223300470e-01,3.279206750622893907e+00,-2.051771015417039656e+00,
-1.908729731861967815e+00,-1.326635678938442364e+00,-1.891793804635450993e+00,-2.236527357020381412e+00,-1.985067330238992955e+00,-6.296870864209449525e-01,-1.027257789822460188e+00,4.366391427667467573e-01,-2.571587884399463508e+00,-8.685163388537420204e-01,-4.442695863898620257e-01,-9.127093284644668403e-01,-2.460193377151722594e-01,-1.482462708360838821e+00,-3.038620189202582367e+00,-1.536826346908187535e+00,2.369927414427425827e+00,2.288981558203737610e+00,-1.607742755244014665e+00,-2.248901245334938626e+00,-1.457258257688819336e+00,-1.221378909576462224e+00,-6.267605825209195958e-01,-1.498210362190275813e+00,-4.638563576737051442e-01,1.812403370660222057e+00,-2.450336647249565569e+00,-1.685060885584113821e+00,-1.514628299218180985e+00,2.838611312250565177e-01,-2.090460086880072232e+00,-1.939546620744740935e+00,
-1.164402736671914518e+00,-2.760433107574914668e+00,-1.429158520839637792e+00,-1.403135714878929852e+00,-8.328090929774891737e-01,2.600059995451222683e+00,2.972692489243188074e+00,-9.857632975039840595e-01,-1.984049715170450368e+00,-9.857922964848084835e-01,-4.995663859950359442e-01,-3.121151150504979821e+00,-1.045513873736546140e+00,-1.095876538813838730e+00,6.548748374088054769e-01,-2.198079922345579362e+00,-7.298713928297502207e-01,-1.402009080415428099e-01,-8.657228232992414396e-01,-1.217178284582907999e+00,-1.775066459479447412e+00,1.311078424029761491e+00,1.061545527519948129e+00,-2.727034817653303800e-01,-2.246964630645089389e-01,-1.741068783864560432e+00,-2.311601102163868937e+00,-1.759449719730286077e+00,-2.667300105305900892e-01,-6.435089029563884067e-01,-1.774711426722178853e+00,1.222000158713097306e+00,
1.727801957787811427e+00,-1.560127478954553837e+00,2.215558977112531913e+00,3.499981783900255827e+00,-4.914837119803284082e+00,-1.425303757444690955e+00,-1.108210003863019599e+00,3.805216375454085337e-02,4.536444411988861170e+00,-6.927108373164841959e-01,-4.774864205272401629e-01,-2.598533844572186613e+00,-1.452297354443750077e-01,-1.239838661645308759e+00,-1.636503578924754621e+00,-1.250125953835458770e+00,-1.864874528077787641e+00,-1.984520587344700715e+00,1.988830428426974883e+00,-6.318702175938666343e+00,-6.072521119111670695e-02,-1.657154852276629065e+00,-1.124900120888403521e+00,-1.217380725928990159e+00,-5.230140048899899474e-01,7.891614978743359543e-02,-2.130975374458875748e+00,-7.248582789407114202e-01,1.833997094307098993e-02,-7.777895150038409700e-01,-1.575556943854468761e+00,1.371713089714339473e+00,
-1.193585177593954327e+00,-2.874816277350954241e+00,-1.095371973029683144e+00,-1.026961748132189323e+00,-2.240473672603713329e+00,-1.522734017007531859e+00,6.980246882062637326e-01,-9.057788883659837476e-01,-2.720182101446098066e+00,-5.519192337014721117e-01,-5.561855691261844425e-01,4.161108125825996318e+00,8.179154586721405773e-02,-1.887440810653937984e+00,-1.821483503580211938e+00,-8.746962230584375275e-01,-1.652278656035716997e+00,-2.697021337379496009e-01,-1.200611445663526400e+00,-2.481882871193111573e+00,-1.193566740152101485e-02,-2.341176499223826646e+00,-1.173715198427176754e+00,-8.149095575310189021e-01,-2.155548235585463546e-01,-2.289540020235548923e+00,-1.164343128598087640e+00,1.601375920833271849e+00,-2.568859801022127520e+00,-1.335204331448770765e-01,-2.816542999838625772e+00,2.176239742555629686e+00,
-1.749397282137427956e+00,2.927932203756125062e+00,-1.541441629962719606e+00,-1.230068344874328812e+00,-1.710595853814678713e-01,-2.119209639111633514e+00,-2.111500665991213055e-01,3.097900742173466115e-01,-1.281453190363433414e+00,5.668349483151429169e-01,-3.154916989270318828e-01,-1.226897230136075434e+00,-6.315049348487030700e-01,-9.769549227194924690e-01,-2.167507807519516216e+00,4.801561038968677586e+00,-5.466840151724313701e-01,-1.719939961202556544e+00,-3.476891627339971369e-01,-1.217946052909987475e+00,-2.251251944458045884e+00,-2.633451757545885452e-01,-3.044824607982484999e+00,-1.052632353663318421e+00,-4.164315831383484934e-01,-3.475694081063545049e+00,4.209465099256770593e+00,-1.029301471904424670e+00,-7.338329645910370846e-01,-2.694004091406204449e+00,-1.356036376241572139e+00,-1.856867250296872385e+00,
-1.744960731129417963e+00,-1.517211227748979763e+00,-2.595283650020558497e+00,-2.504481803512524696e+00,-1.948344067487290721e+00,-1.333964043226229190e+00,-1.777447237179767603e+00,-1.784355888554595149e-01,-2.208664975705207478e+00,-7.374866280828665799e-01,-5.550840966565456780e-01,-3.511190668057842412e+00,2.010827549010397175e-01,2.608100241682493436e+00,-1.504527305804818971e+00,-1.902424016223113856e+00,-2.567558272513112971e+00,-2.358610989432373017e+00,-2.516149425933075445e+00,-1.795068848050516586e+00,-1.271078047281007928e+00,2.116042634931909028e+00,-2.497924552893100003e+00,1.935383330559624637e+00,-5.144435286516437777e-01,1.342213243452271554e+00,-2.336546690786010849e+00,2.109545071639244096e+00,-1.187937393083714932e+00,-6.002964546703467574e-01,-2.728741706113368526e+00,1.389519886447989849e+00,
-8.590231207680270042e-01,2.389326723407119157e+00,-1.211349229500226832e+00,-1.232157197470381105e+00,-1.295056496263323087e+00,-2.868455420845841708e+00,-3.292454561380693701e+00,-9.482316310174124796e-01,-1.911177711863387474e+00,-5.500697172588666639e-01,-2.321156933293923863e-01,-1.794635648032879782e+00,2.626208931450711437e-01,-1.582482728758975776e+00,1.609462231762785467e-01,-3.546407720761753257e+00,-4.489445816786055143e-01,-1.096985098289745553e+00,-1.200372956300310490e+00,-1.534695871139727830e+00,-1.339599977825175259e+00,7.587960187555891078e-01,2.126458026868157436e+00,-4.452639642832331157e-01,-3.342206456572349715e-01,-5.949302273651769779e-01,-3.603326867873664963e+00,-1.024911586497281979e+00,-2.637632245860033198e-01,1.656438538607462929e+00,-1.323875523770950080e+00,2.499049814317118479e+00,
